Target,Source,n,Weight
66freedom66,joergius76,8,8
66freedom66,joergklose,1,1
66freedom66,joffi_auf_,10,10
66freedom66,jogim1968,1,1
66freedom66,joker33817736,1,1
66freedom66,jorg_vodel,1,1
66freedom66,jost2018,9,9
66freedom66,jschnoya,1,1
66freedom66,jstaltenberg,2,2
66freedom66,jule_kunz,1,1
66freedom66,juliaho45132943,4,4
66freedom66,jungaushamburg,1,1
66freedom66,justnature69pa,1,1
66freedom66,jwe3005,1,1
66freedom66,ka_rule,1,1
66freedom66,kaasfurz,1,1
66freedom66,kaiser_west,1,1
66freedom66,kaleuthomsen2,1,1
66freedom66,karamallemalle,3,3
66freedom66,karatal93,6,6
66freedom66,kardasiapat,3,3
66freedom66,karenkarl1,1,1
66freedom66,karina_vogel_de,1,1
66freedom66,karlatrevi79,1,1
66freedom66,karlheppner,1,1
66freedom66,karlschneider1,4,4
66freedom66,karlwiener1,1,1
66freedom66,kathimaus3,2,2
66freedom66,kawajoerg,2,2
66freedom66,kayjaeger,2,2
66freedom66,kelheimd,3,3
66freedom66,kern_ronny,1,1
66freedom66,kerstinsch,2,2
66freedom66,kingbee33055552,1,1
66freedom66,kirmeskarussell,1,1
66freedom66,kitty_maggy,1,1
66freedom66,kix5000,5,5
66freedom66,klardenke,1,1
66freedom66,klaus_steiger,1,1
66freedom66,klausdfrank,2,2
66freedom66,kleineclaudia1,1,1
66freedom66,klickhouse,1,1
66freedom66,klinkenputzerin,3,3
66freedom66,knuddelbacke,2,2
66freedom66,koberind,6,6
66freedom66,koeterrasse,1,1
66freedom66,koeterrasse45,3,3
66freedom66,kolija_fan,1,1
66freedom66,kombinat22,2,2
66freedom66,koshyda,5,5
66freedom66,kosmetiksalon1,1,1
66freedom66,kossonosow,1,1
66freedom66,kotze5,1,1
66freedom66,kpropcroy,7,7
66freedom66,krabatkabat,4,4
66freedom66,krautmanns,6,6
66freedom66,kriegerdesmetts,1,1
66freedom66,krippmarie,3,3
66freedom66,kristia98824683,2,2
66freedom66,kritischerkreis,1,1
66freedom66,kritischertroll,1,1
66freedom66,kritischerzeit,1,1
66freedom66,ksdpunkt,2,2
66freedom66,kuhnerwanna,2,2
66freedom66,kungfuelk,1,1
66freedom66,kuppp005,1,1
66freedom66,kv171311,5,5
66freedom66,kwisatz_h,2,2
66freedom66,kytti70,2,2
66freedom66,l_escala,1,1
66freedom66,labrador14,1,1
66freedom66,ladyjan35628038,1,1
66freedom66,ladylalida,1,1
66freedom66,landkaufhalina,5,5
66freedom66,landru_n,1,1
66freedom66,larissawalter5,2,2
66freedom66,larsvanrome1,1,1
66freedom66,lassunsnageln,1,1
66freedom66,laubartelt,2,2
66freedom66,lc180666,10,10
66freedom66,legitbossfan,1,1
66freedom66,leilak8585,1,1
66freedom66,lenifillekes,1,1
66freedom66,lenlabi,1,1
66freedom66,leo27027232,2,2
66freedom66,leofranza,2,2
66freedom66,leonidas_der_1,1,1
66freedom66,lermarek,1,1
66freedom66,leslieardins,7,7
66freedom66,lexe1000,3,3
66freedom66,libelle2000r,9,9
66freedom66,libra08101,2,2
66freedom66,liesenfleger,2,2
66freedom66,lightcc4,1,1
66freedom66,lilithdan,3,3
66freedom66,lipscarsten,1,1
66freedom66,lisahirni,1,1
66freedom66,lisowskykurt,2,2
66freedom66,livemartin,3,3
66freedom66,lkw_podcast,1,1
66freedom66,loewenzahn007,1,1
66freedom66,ltrucha,1,1
66freedom66,ludhell123,1,1
66freedom66,ludwig_speaking,1,1
66freedom66,luedor74,1,1
66freedom66,lug31x,2,2
66freedom66,luisastella9,5,5
66freedom66,lursa2000,7,7
66freedom66,luruwo,1,1
66freedom66,lutziboy,3,3
66freedom66,lutzleschinski,1,1
66freedom66,m_alexar,1,1
66freedom66,machsjetzt,2,2
66freedom66,maclucy11,3,3
66freedom66,madixxx1,1,1
66freedom66,mafakara2016,1,1
66freedom66,maggylinde,2,2
66freedom66,magna_est,2,2
66freedom66,magpie_2016,2,2
66freedom66,mahatmagarnix,1,1
66freedom66,maik76471655,1,1
66freedom66,malarone133,1,1
66freedom66,malugilmore,1,1
66freedom66,manfred_hbg,2,2
66freedom66,manfredbob1,1,1
66freedom66,mann08932749,2,2
66freedom66,manuelak62,1,1
66freedom66,mar16091963,1,1
66freedom66,marc98675780,1,1
66freedom66,marcelw35291970,2,2
66freedom66,marcobknight5,1,1
66freedom66,marcodorros,2,2
66freedom66,marcoheer1,1,1
66freedom66,margitfeierabe1,1,1
66freedom66,maria_1950_,3,3
66freedom66,mariaschtter,1,1
66freedom66,marika2702,1,1
66freedom66,mariozinkler,1,1
66freedom66,marita_fickel,1,1
66freedom66,marjanvanderhei,1,1
66freedom66,markus_g_punkt,1,1
66freedom66,marlis_schaar,1,1
66freedom66,martha_m1948,1,1
66freedom66,martin_hoog,1,1
66freedom66,martinjberger,1,1
66freedom66,martinspu73,1,1
66freedom66,marty27,3,3
66freedom66,marvin0159,1,1
66freedom66,marvius6001,3,3
66freedom66,mattfk,1,1
66freedom66,matthias_kt,3,3
66freedom66,matthiaskalden1,1,1
66freedom66,matthiesenuwe,1,1
66freedom66,matzomaniak,2,2
66freedom66,maxpfiff,1,1
66freedom66,maxxbikede,4,4
66freedom66,megatwingo,1,1
66freedom66,meggi69,2,2
66freedom66,mei30330312,1,1
66freedom66,meinesicht11,5,5
66freedom66,meinexmeinung,1,1
66freedom66,meisie66801352,1,1
66freedom66,melas73,1,1
66freedom66,melvonbe,2,2
66freedom66,men_alp,1,1
66freedom66,mengesrenate,1,1
66freedom66,meocrisis,1,1
66freedom66,mercuryman2018,1,1
66freedom66,merdeux_,1,1
66freedom66,merkel_stuerzen,3,3
66freedom66,merkelno,5,5
66freedom66,metalmueller69,3,3
66freedom66,metelings,2,2
66freedom66,methjunk,1,1
66freedom66,metreb_,2,2
66freedom66,mettsamer,1,1
66freedom66,meyenburger01,2,2
66freedom66,mich_ewa,1,1
66freedom66,michael02214711,1,1
66freedom66,michael06302905,1,1
66freedom66,michael17071975,3,3
66freedom66,michaelwinter11,1,1
66freedom66,michaimpress,4,4
66freedom66,michalocalpixel,13,13
66freedom66,mickeymeat,1,1
66freedom66,mickthedoggy,1,1
66freedom66,mikedorn_1312,2,2
66freedom66,milhous_vanh,1,1
66freedom66,minskihh,1,1
66freedom66,miriam_aware,1,1
66freedom66,mirkojohn1,1,1
66freedom66,modellscout4you,1,1
66freedom66,mofu1995,3,3
66freedom66,mohamedmha,1,1
66freedom66,molt96,5,5
66freedom66,momo_skipper2,1,1
66freedom66,mona_rumpel,4,4
66freedom66,monaco_bald,1,1
66freedom66,mondlicht238,1,1
66freedom66,mongojunge,1,1
66freedom66,monikafries,1,1
66freedom66,monsieurshelly,1,1
66freedom66,montauk_23,1,1
66freedom66,mor_ning_star,1,1
66freedom66,mrstone0856,16,16
66freedom66,mslady_jayne,1,1
66freedom66,msp_pictures,3,3
66freedom66,muc_stephan,2,2
66freedom66,mycodeofconduct,1,1
66freedom66,nadine02177105,1,1
66freedom66,nana5972,1,1
66freedom66,nanniag,1,1
66freedom66,nasanasal,5,5
66freedom66,natalia21784,1,1
66freedom66,nawratanna,2,2
66freedom66,nepecbet,2,2
66freedom66,netspade,1,1
66freedom66,newbyzanz,1,1
66freedom66,news08151,1,1
66freedom66,nicky_chelli,1,1
66freedom66,nico_kubler,1,1
66freedom66,nicolacrow2,3,3
66freedom66,nievsyrneh,1,1
66freedom66,nijllattennemen,1,1
66freedom66,niko_erdmann,1,1
66freedom66,nis1010101,6,6
66freedom66,nix_liste,1,1
66freedom66,nobby1949z,1,1
66freedom66,nobileseba,1,1
66freedom66,nobitwt,2,2
66freedom66,noctidenktnach,1,1
66freedom66,noherrman,2,2
66freedom66,noorderchip1,1,1
66freedom66,nopepope2,1,1
66freedom66,nor2g,1,1
66freedom66,nordbiest1,1,1
66freedom66,normalo25,1,1
66freedom66,nottrvanottr,3,3
66freedom66,nselbstdenker,1,1
66freedom66,nuggeorg,1,1
66freedom66,nukodemus,1,1
66freedom66,nukodemus1,2,2
66freedom66,nunu_balloon,1,1
66freedom66,nwhannover,3,3
66freedom66,obenausthomas,1,1
66freedom66,obrande69,1,1
66freedom66,odilo_reynolds,2,2
66freedom66,odinrobeson,1,1
66freedom66,officerolando,2,2
66freedom66,ohnekonsequenz,1,1
66freedom66,oktoberpepe,1,1
66freedom66,olafmetzler,5,5
66freedom66,olet_lucernam,1,1
66freedom66,olga02878644,10,10
66freedom66,oliversenst,5,5
66freedom66,olly1m2s3,1,1
66freedom66,olquit,1,1
66freedom66,onymonymo,5,5
66freedom66,ophighjump,1,1
66freedom66,opr_freeop,1,1
66freedom66,originalradi,2,2
66freedom66,oskar752,1,1
66freedom66,oskarlotte,4,4
66freedom66,ost_kaiser,1,1
66freedom66,ostmann1977,3,3
66freedom66,otto_rocks_hrd,1,1
66freedom66,otto5699,1,1
66freedom66,oude_lap,3,3
66freedom66,p_fraup_,1,1
66freedom66,packofant,2,2
66freedom66,palindrome_666,1,1
66freedom66,pantau70847839,5,5
66freedom66,panziemowit,1,1
66freedom66,paolopinkel89,1,1
66freedom66,pascal_luetjen,1,1
66freedom66,patzina_helmut,1,1
66freedom66,paulehasi13,2,2
66freedom66,paulhenricadier,1,1
66freedom66,paulplotzer,2,2
66freedom66,paulsch41692625,3,3
66freedom66,paulsch72969276,1,1
66freedom66,pbahnhof,3,3
66freedom66,pbodensohn,1,1
66freedom66,pearwalts5,1,1
66freedom66,pegasia111,4,4
66freedom66,peidami,3,3
66freedom66,pepper46477330,8,8
66freedom66,perericj,1,1
66freedom66,peterroger17,1,1
66freedom66,petertblank,1,1
66freedom66,petethe1of9,2,2
66freedom66,petramaxima,2,2
66freedom66,petraziegler4,1,1
66freedom66,pg21066,1,1
66freedom66,phalanx_europa,1,1
66freedom66,phoenix_asche,2,2
66freedom66,pilgramswords,1,1
66freedom66,pinkcrazypony,5,5
66freedom66,pirtusin,2,2
66freedom66,platoon100,1,1
66freedom66,plusdemurs,1,1
66freedom66,pluszeit,4,4
66freedom66,poschenker,2,2
